accx,accy,accz,gyrx,gyry,gyrz
0.5410896,-3.1890767,3.7014358,0.0842994,-0.015882496,0.12583824
0.5506664,-2.7724855,2.6024973,0.064751714,-0.02443461,0.12583824
0.1412579,-2.56419,2.3630772,0.04520403,-0.03176499,0.11484267
0.2896984,-2.0254946,1.2617443,0.034208454,-0.036651913,0.11484267
0.23463176,-0.8762778,1.4508862,0.007330383,-0.04642576,0.11362094
-0.20829555,-0.15801731,1.553837,-0.013439035,-0.05009095,0.10629055
-0.5674258,-0.23942018,1.1444284,-0.014660766,-0.05497787,0.09040806
-0.8690952,-0.9504981,0.6464345,0.007330383,-0.05009095,0.06719518
-1.0654198,-1.5227122,0.51235914,0.021991149,-0.030543262,0.064751714
-1.055843,-1.8028339,0.49320555,0.0,-0.02565634,0.061086524
-1.1851299,-2.0566192,0.61770403,-0.04520403,-0.018325957,0.04886922
-1.3575124,-2.2481554,0.82599956,-0.081855945,-0.012217305,0.043982297
-1.3239936,-2.9999347,0.91219085,-0.095294975,-0.004886922,0.042760566
-1.4676456,-3.9552212,1.2569559,-0.08552113,0.012217305,0.04153884
-1.8171991,-5.161899,1.70946,-0.07574729,0.02443461,0.042760566
-2.5091233,-6.179435,2.207454,-0.09162979,0.039095376,0.028099801
-3.1747115,-6.7444663,2.6168625,-0.1160644,0.059864793,0.02687807
-3.4811692,-6.543353,3.5936968,-0.119729586,0.065973446,0.029321533
-3.7421372,-6.1123967,4.4316673,-0.111177474,0.07574729,0.028099801
-3.7253778,-6.823475,4.841076,-0.087964594,0.09285152,0.02565634
-4.247314,-7.6375036,5.0014873,-0.07574729,0.10629055,0.017104227
-5.4324436,-9.155427,5.097255,-0.064751714,0.11728613,-0.0012217305
-6.5720835,-10.630256,5.1666875,-0.032986723,0.12583824,-0.019547688
-7.493851,-10.893618,6.3901243,0.02565634,0.14049901,-0.035430185
-8.166622,-10.237606,7.524976,0.09896017,0.16249016,-0.05009095
-9.02614,-10.117896,8.688558,0.172264,0.16982053,-0.05131268
-9.02614,-10.117896,8.688558,0.2284636,0.1685988,-0.057421334
-9.066842,-9.651027,9.109938,0.26633725,0.16249016,-0.058643065
-8.8777,-9.928755,9.847352,0.28221974,0.14905111,-0.052534413
-8.7771435,-10.223241,10.242394,0.2724459,0.13561209,-0.05009095
-8.791509,-10.443508,10.611102,0.25045475,0.12705997,-0.042760566
-8.707711,-11.537658,11.27669,0.22357668,0.11728613,-0.02321288
-8.805874,-12.143391,10.465055,0.1966986,0.10873401,0.004886922
-8.607155,-12.72997,10.201694,0.19303341,0.118507855,0.05009095
-8.001422,-12.964602,10.409989,0.20769419,0.11362094,0.09896017
-7.577648,-12.203246,10.685322,0.23579398,0.105068825,0.12095132
-7.687782,-10.807426,11.051635,0.27366763,0.10873401,0.14294247
-7.7213006,-10.125079,11.451467,0.2846632,0.10873401,0.15515977
-7.6135616,-9.818622,11.226412,0.29077184,0.105068825,0.16737708
-7.007828,-10.840945,10.228029,0.2968805,0.10873401,0.16982053
-5.793968,-12.109872,9.234436,0.32253686,0.112399206,0.19181168
-4.9057193,-12.454638,9.109938,0.33108896,0.12095132,0.21746802
-4.7788267,-12.495338,9.313444,0.30787608,0.12217305,0.23457226
-4.560954,-12.2319765,9.069236,0.2565634,0.11728613,0.25900686
-4.3885717,-11.856087,8.707711,0.19914207,0.111177474,0.28221974
-3.8857894,-11.652579,8.14268,0.17348573,0.118507855,0.3200934
-4.1802764,-10.718841,8.901642,0.15882497,0.12583824,0.34208453
-3.7708676,-10.986992,10.457873,0.16982053,0.13561209,0.35918877
-3.098097,-11.9614315,9.119514,0.2125811,0.1881465,0.39706242
-3.4644098,-10.647015,8.693346,0.22602014,0.20647246,0.4092797
-3.8762126,-9.033323,10.85531,0.19303341,0.23090707,0.44837508
-4.343082,-8.307879,9.504981,0.07574729,0.23457226,0.47769663
-5.12838,-10.694899,2.966416,-0.013439035,0.2406809,0.4813618
-4.927267,-14.587871,3.6822822,-0.058643065,0.267559,0.5131268
-1.4077905,-9.885659,2.7964275,-0.12339478,0.32620203,0.55955255
-0.51954174,-5.2744265,3.7062242,-0.21380283,0.37751472,0.58032197
-1.1180922,-1.0941502,3.3542767,-0.2761111,0.43004912,0.6084218
-2.123657,1.3479356,3.1986535,-0.33841935,0.50701815,0.6560693
-3.4596214,-0.9504981,3.394978,-0.41172317,0.5852089,0.68783426
-4.201824,-4.7285485,3.6367924,-0.51068336,0.657291,0.7086037
-3.8905778,-8.078036,2.5210943,-0.65240407,0.7318166,0.7086037
-3.5889084,-8.90643,2.4133554,-0.79901177,0.7855727,0.6939429
-4.5202527,-5.5497594,4.27365,-0.9407325,0.8527679,0.689056
-6.4068837,-2.4660277,4.378995,-1.1557571,0.91874135,0.6597345
-8.772355,-3.3638535,8.0445175,-1.378112,0.9505063,0.6230826
-9.107543,-7.1610575,9.883265,-1.5577064,1.0079277,0.6010914
-6.9719152,-11.760319,8.451532,-1.6566665,1.105666,0.61575216
-4.572925,-14.089877,4.235343,-1.6334536,1.1630874,0.6047566
-4.0222588,-13.498509,0.22505496,-1.4379768,1.251052,0.5766568
-5.351041,-10.903194,1.2737153,-1.2596041,1.4037683,0.59986967
-7.6614456,-8.389283,4.5872903,-1.2095132,1.5076154,0.61086524
-8.453926,-6.9862804,6.9360023,-1.2608259,1.5552629,0.61819565
-6.979098,-7.7787614,6.9120603,-1.3255776,1.6224581,0.66950834
-5.391742,-10.453085,4.9895163,-1.3377949,1.6701056,0.7122689
-4.572925,-12.29662,3.6487634,-1.2791518,1.7641789,0.81245077
-4.5154643,-10.78109,3.679888,-1.0726794,1.8606955,0.9126327
-4.4699745,-7.4507556,3.2082303,-0.79168135,2.0195205,1.0091494
-4.7979803,-6.7109475,3.5434184,-0.52656585,2.1587977,1.097114
-5.1810527,-7.1131735,2.1787236,-0.3200934,2.2272146,1.1753048
-4.7500963,-8.779537,1.8986019,-0.22968534,2.289523,1.2327261
-4.156334,-9.595961,2.291251,-0.2773328,2.2321017,1.486846
-3.9671922,-8.631097,3.2154129,-0.45570546,2.1294763,1.5454891
-4.189853,-7.491457,3.6248214,-0.8698721,2.025629,1.672549
-4.0557775,-6.2991447,2.89459,-1.2144,1.8264871,1.8252654
-4.3861775,-7.383718,3.0310593,-1.3695599,1.6676621,1.9376645
-4.3478703,-8.643068,2.789245,-1.5784758,1.3585643,2.0525072
-3.7110126,-8.655039,2.408567,-1.6053538,1.1386528,2.0879374
-3.5458126,-8.415619,2.1188686,-1.4037683,0.91996306,2.117259
-3.5458126,-8.415619,2.1188686,-1.0677924,0.8014552,2.0683897
-3.8067808,-8.930372,2.3774424,-0.79901177,0.8014552,1.9743165
-3.4572272,-8.015787,2.5929205,-0.7892379,0.73426,1.9816469
-3.679888,-7.445967,2.5785553,-0.74036866,0.63529986,2.0231857
-3.8283286,-8.178593,2.4588451,-0.6963864,0.56688297,1.926669
-3.4380736,-7.920019,2.3247697,-0.7489208,0.4251622,1.8460348
-3.1244333,-7.5680714,2.1811178,-0.7965683,0.2773328,1.7507398
-3.1172507,-7.4842744,2.1308396,-0.82344633,0.19792034,1.65911
-3.0693667,-7.055712,2.2218192,-0.8564331,0.10995574,1.5503759
-3.0550013,-6.4499793,2.1978772,-0.8197812,0.05497787,1.4428637
-3.25372,-6.215348,2.3439236,-0.63041294,0.09896017,1.4746287
-3.620033,-5.741296,2.719813,-0.43371433,0.22602014,1.5992452
-3.6535518,-5.2720323,2.954445,-0.5705481,0.18203785,1.5980235
-3.3758245,-5.011064,2.9281087,-0.91507614,0.008552114,1.4110987
-3.3063924,-5.0541596,2.707842,-1.0494665,-0.12950343,1.2095132
-3.181894,-5.011064,2.7030537,-0.91507614,-0.2284636,1.0482447
-3.2968156,-5.3079453,2.4708161,-0.52534413,-0.19425514,1.1569787
-3.4979286,-5.803545,2.3175871,0.008552114,-0.018325957,1.351234
-3.7181952,-6.0884547,2.822764,0.47891834,0.13927728,1.4355333
-3.4883518,-6.155493,3.0597897,0.42638394,0.21624629,1.3255776
-3.4763808,-5.9280434,3.1890767,0.27488935,0.24801129,1.2986995
-3.7541082,-5.93762,3.2824504,0.07574729,0.34208453,1.4648548
-3.845088,-6.751649,3.1794999,-0.4166101,0.41172317,1.7214183
